mfcc_mean_0,mfcc_mean_1,mfcc_mean_2,mfcc_mean_3,mfcc_mean_4,mfcc_mean_5,mfcc_mean_6,mfcc_mean_7,mfcc_mean_8,mfcc_mean_9,mfcc_mean_10,mfcc_mean_11,mfcc_mean_12,mfcc_std_0,mfcc_std_1,mfcc_std_2,mfcc_std_3,mfcc_std_4,mfcc_std_5,mfcc_std_6,mfcc_std_7,mfcc_std_8,mfcc_std_9,mfcc_std_10,mfcc_std_11,mfcc_std_12,spectral_centroid_mean,spectral_centroid_std,spectral_rolloff_mean,spectral_rolloff_std,zcr_mean,zcr_std,rms_mean,rms_std,chroma_mean,chroma_std,tempo_0,filename,label,augmentation
-262.5307922363281,118.09717559814453,-2.413577079772949,71.18737030029297,-9.361832618713379,43.01211929321289,-6.785305500030518,21.235599517822266,-2.8147242069244385,9.115683555603027,4.194141387939453,-3.3995771408081055,2.4289164543151855,63.702903747558594,20.538393020629883,20.9669132232666,16.102420806884766,18.060306549072266,11.302708625793457,14.65365982055664,9.774261474609375,8.600232124328613,7.612255573272705,5.473098278045654,5.52114725112915,6.071109294891357,1557.0668924166803,737.8094461071081,3624.253986127144,1709.8096296840688,0.05416443354221636,0.04492968192394519,0.06453731,0.02802188,0.33571478724479675,0.31106826663017273,71.77734375,Ani_1_01.wav,good,original
-287.5157470703125,107.72833251953125,5.978656768798828,65.76705169677734,-6.9611358642578125,42.1817512512207,-8.159358024597168,24.71530532836914,-7.139659881591797,12.928313255310059,-4.76670503616333,0.11529503017663956,-3.4724888801574707,61.48489761352539,19.61286735534668,19.382671356201172,16.032352447509766,16.275676727294922,10.248339653015137,14.47587776184082,8.783923149108887,9.133818626403809,8.819479942321777,5.971609115600586,6.429333209991455,6.185425758361816,1663.7237684414126,728.3106133692906,3950.234864569591,1732.8726022345948,0.05643835545844327,0.04181838087229138,0.048965998,0.021658307,0.3381349742412567,0.3228582739830017,143.5546875,Ani_1_01.wav_aug0,good,aug_0
-291.6890869140625,115.04177856445312,-1.0677366256713867,72.9710922241211,-10.052424430847168,42.883079528808594,-7.5424957275390625,22.41855812072754,-2.792862892150879,9.346147537231445,3.604334592819214,-3.5923545360565186,2.890390396118164,59.565391540527344,18.581951141357422,20.273950576782227,15.393058776855469,16.71160316467285,10.112302780151367,14.352781295776367,9.236653327941895,8.43458080291748,7.280483722686768,5.237251281738281,5.496100902557373,5.928338527679443,1571.0574489393969,661.8251713798752,3750.2115183863148,1617.3680260989274,0.0520440463362069,0.038399147191843806,0.04660893,0.018075496,0.34424400329589844,0.30745190382003784,78.30255681818181,Ani_1_01.wav_aug1,good,aug_1
-209.100576628127,66.58616039710579,29.614814323827844,38.56450978189116,16.43932846087215,21.593008748107682,9.421949131987365,9.690606442178723,4.759591169145421,5.8449826578167166,4.0778050341554986,-0.8869657448574413,-1.341063196810078,45.45498641064626,15.535267804775431,14.722797750400032,12.331381904474807,13.062673863692256,7.423107324693334,10.784761538513,7.346351076106956,6.176490338522591,5.90758236446957,4.939633575779653,4.71555532547418,5.055421102718641,2591.153902682589,540.580232598857,6353.999397056398,876.2473892483814,0.07214452094327177,0.04777345345688467,0.0647587,0.027915115,0.33844438435874424,0.31024385137204996,71.77734375,Ani_1_01.wav_aug2,good,aug_2
-267.025634765625,122.80945587158203,-4.595773220062256,67.40642547607422,-6.17957067489624,44.16680145263672,-5.553787708282471,18.946407318115234,-2.3493800163269043,10.479775428771973,4.730324745178223,-2.659987688064575,3.846604585647583,65.81559753417969,20.3461856842041,20.190792083740234,16.731307983398438,17.803096771240234,10.010675430297852,13.887752532958984,10.141195297241211,9.975461959838867,6.843430995941162,5.979433059692383,5.718097686767578,6.49229621887207,1454.2958445335134,667.7383057872936,3331.7577093419895,1701.0188744824677,0.048618370378521125,0.03216158374795011,0.06104677,0.025959702,0.33927857875823975,0.3157039284706116,143.5546875,Ani_1_02.wav,good,original
-302.6714782714844,124.86968994140625,-11.009906768798828,70.9315185546875,-10.491653442382812,43.23040771484375,-2.139883041381836,15.364206314086914,1.8340182304382324,4.5819854736328125,12.429988861083984,-5.899655818939209,9.15810489654541,62.404903411865234,18.92395782470703,20.754432678222656,18.333120346069336,16.231199264526367,9.817953109741211,12.770670890808105,10.220172882080078,8.651067733764648,6.912878513336182,6.5775628089904785,7.0931620597839355,7.054648399353027,1440.2734957165908,585.144677467357,3386.22255996919,1511.204735761147,0.04940580985915493,0.03212569288197839,0.042895894,0.020217637,0.3687015771865845,0.31713593006134033,143.5546875,Ani_1_02.wav_aug0,good,aug_0
-286.7147216796875,120.51730346679688,-3.3662052154541016,69.04873657226562,-7.269015312194824,44.941375732421875,-5.819463729858398,18.321874618530273,-4.837163925170898,11.285911560058594,5.757941246032715,-2.8944101333618164,3.868269443511963,62.73634719848633,19.55902671813965,20.11748504638672,16.37321662902832,16.650531768798828,9.506369590759277,13.315096855163574,10.092653274536133,9.970719337463379,6.673604965209961,6.086732864379883,5.573140621185303,6.613055229187012,1479.0768269006023,627.1347676496043,3434.4189337964326,1627.185690406255,0.05030909124410377,0.03225184899728029,0.048741966,0.021595577,0.3341420888900757,0.30788081884384155,143.5546875,Ani_1_02.wav_aug1,good,aug_1
-211.01646092345158,68.1187658580741,28.627149411989574,36.05671033152414,18.153887351677987,22.626783475825626,10.684877833735154,8.481870018286433,5.081018895380874,6.919212167610197,4.543568062333658,0.08508151845974837,-0.23379894593023864,44.81695041518067,15.665713476741514,14.56214827563098,12.723806074047543,11.967293229616807,7.175310439891367,10.307586595885347,8.165599921032682,7.64180222655807,5.856687366808682,5.202392973823407,4.96707291054777,5.41414859152587,2578.3953369594083,481.197759798576,6417.779111190581,1001.5396034395849,0.06716159587734742,0.03346074173023413,0.061289296,0.025873061,0.34192350085470186,0.31486830381154235,143.5546875,Ani_1_02.wav_aug2,good,aug_2
-256.22943115234375,121.19928741455078,-9.805022239685059,68.87762451171875,-9.037798881530762,45.491363525390625,-6.5272393226623535,17.753393173217773,-5.901407718658447,10.700764656066895,4.020823001861572,-4.9772629737854,1.6064947843551636,60.39857864379883,19.12496566772461,17.826875686645508,15.506512641906738,14.902039527893066,12.786450386047363,14.950606346130371,10.697723388671875,8.082980155944824,9.296746253967285,6.965432643890381,5.7583513259887695,7.2566304206848145,1492.0491695043947,679.2257117148328,3443.077922317217,1558.469298345215,0.050250589622641506,0.03932001419787486,0.07005526,0.026091713,0.33104944229125977,0.323537677526474,143.5546875,Ani_1_03.wav,good,original
-278.7662048339844,105.5283203125,3.2311160564422607,60.883052825927734,-4.498966693878174,40.84175109863281,-14.106761932373047,19.471477508544922,-12.316729545593262,19.323381423950195,-13.352160453796387,3.6299898624420166,-10.014463424682617,59.67082595825195,19.714920043945312,15.604241371154785,14.499796867370605,12.878012657165527,11.340561866760254,15.292410850524902,9.40942668914795,9.687936782836914,8.852761268615723,7.168414115905762,7.860194206237793,7.862369060516357,1791.3109765734607,704.8573751719207,4198.933980689859,1600.633656777883,0.05973614386792453,0.0409916364216675,0.04488929,0.017886661,0.3228633999824524,0.31940317153930664,143.5546875,Ani_1_03.wav_aug0,good,aug_0
